DATETIME,ADJUST_CAPACITY,DOWNTIME,CURRENT_WAIT_TIME,TIME_TO_PARADE_1,TIME_TO_PARADE_2,TIME_TO_NIGHT_SHOW,feels_like,humidity,wind_speed,rain_1h,clouds_all,year,month,day,hour,minute,second,day_of_week,is_weekend,ENTITY_DESCRIPTION_SHORT_Pirate Ship,ENTITY_DESCRIPTION_SHORT_Water Ride
2020-02-26 18:15:00,756.0,0,15,-75.0,100000.0,105.0,1.495,78.0,6.0375000000000005,0.889375,25.75,2020,2,26,18,15,0,2,0,False,False
2022-04-09 12:45:00,247.0,0,20,285.0,100000.0,615.0,4.71,92.0,1.9075,0.2274999999999999,91.5,2022,4,9,12,45,0,5,1,False,True
2018-12-23 10:45:00,756.0,0,10,375.0,65.0,675.0,10.335,100.0,6.6075,1.74,100.0,2018,12,23,10,45,0,6,1,False,False
2021-09-19 17:15:00,306.0,0,15,100000.0,100000.0,100000.0,21.520000000000003,61.75,1.8975,0.235,100.0,2021,9,19,17,15,0,6,1,True,False
2022-03-26 16:15:00,247.0,0,50,100000.0,100000.0,100000.0,17.869999999999997,35.75,4.8775,0.4688325471698114,0.0,2022,3,26,16,15,0,5,1,False,True
2019-11-27 10:15:00,247.0,0,0,405.0,105.0,525.0,9.87,92.75,6.8225,0.1475,100.0,2019,11,27,10,15,0,2,0,False,True
2019-03-29 15:45:00,756.0,0,30,105.0,100000.0,255.0,16.2275,50.75,3.3675,0.1912013888888888,2.5,2019,3,29,15,45,0,4,0,False,False
2019-11-22 14:00:00,224.5,0,25,180.0,-120.0,300.0,10.68,77.0,5.51,0.1191304347826087,55.0,2019,11,22,14,0,0,4,0,False,True
2019-02-21 10:00:00,378.0,0,40,420.0,100000.0,540.0,6.05,98.0,1.53,0.1783771929824561,1.0,2019,2,21,10,0,0,3,0,False,False
2021-09-09 17:30:00,756.0,0,5,100000.0,100000.0,100000.0,25.48,70.0,2.84,1.685,86.5,2021,9,9,17,30,0,3,0,False,False
2019-07-14 17:15:00,756.0,0,20,15.0,100000.0,345.0,20.3025,52.75,6.192500000000001,0.1499292452830188,97.0,2019,7,14,17,15,0,6,1,False,False
2020-08-04 16:15:00,267.75,0,45,100000.0,100000.0,100000.0,23.8775,34.75,1.635,0.2637847222222222,10.25,2020,8,4,16,15,0,1,0,True,False
2020-08-28 16:45:00,159.8,3,45,100000.0,100000.0,100000.0,20.9,62.0,5.5175,0.215,45.75,2020,8,28,16,45,0,4,0,True,False
2022-03-03 15:45:00,247.0,0,30,100000.0,100000.0,100000.0,10.585,84.0,1.1700000000000002,0.5730848623853211,68.25,2022,3,3,15,45,0,3,0,False,True
2020-10-16 15:15:00,247.0,0,15,100000.0,100000.0,100000.0,11.8175,69.25,3.7525,0.1762272727272727,100.0,2020,10,16,15,15,0,4,0,False,True
2019-05-16 10:00:00,378.0,0,15,450.0,100000.0,750.0,11.14,54.0,3.3,0.1063414634146341,19.0,2019,5,16,10,0,0,3,0,False,False
2022-04-21 15:45:00,247.0,0,50,105.0,100000.0,435.0,18.12,44.75,4.6275,0.1522596153846153,3.75,2022,4,21,15,45,0,3,0,False,True
2019-06-27 18:00:00,378.0,0,15,-30.0,100000.0,300.0,33.83,57.0,6.3,0.211076923076923,0.0,2019,6,27,18,0,0,3,0,False,False
2020-01-19 11:00:00,247.0,0,25,330.0,100000.0,480.0,-0.52,95.0,4.02,0.1716157205240174,27.0,2020,1,19,11,0,0,6,1,False,True
2019-12-30 15:15:00,280.5,0,60,105.0,-195.0,405.0,5.865,64.0,1.5225,0.1352692307692307,0.0,2019,12,30,15,15,0,0,0,True,False
2021-11-27 13:45:00,148.2,6,30,100000.0,100000.0,100000.0,0.1275,92.0,4.14,0.2,95.75,2021,11,27,13,45,0,5,1,False,True
2019-07-24 11:15:00,224.5,0,15,375.0,100000.0,705.0,31.4775,38.5,1.565,0.2187230215827338,1.0,2019,7,24,11,15,0,2,0,False,True
2018-10-23 14:00:00,202.0,0,25,210.0,-110.0,480.0,14.53,60.0,3.65,0.1524683544303797,74.0,2018,10,23,14,0,0,1,0,False,True
2021-07-12 15:15:00,756.0,0,40,100000.0,100000.0,100000.0,20.4025,88.5,2.645,0.6975,68.0,2021,7,12,15,15,0,0,0,False,False
2020-02-03 16:00:00,247.0,0,25,60.0,100000.0,180.0,11.86,92.0,3.63,0.4309090909090909,100.0,2020,2,3,16,0,0,0,0,False,True
2018-10-25 16:45:00,250.75,0,45,45.0,-275.0,315.0,15.225,70.0,1.805,0.1286440677966101,5.75,2018,10,25,16,45,0,3,0,True,False
2018-10-19 12:15:00,151.2,12,5,315.0,-5.0,465.0,13.295,81.25,3.3975,0.2359889240506329,46.5,2018,10,19,12,15,0,4,0,False,False
2022-06-03 12:45:00,247.0,0,40,285.0,100000.0,615.0,20.8275,65.25,2.89,0.1968518518518518,97.0,2022,6,3,12,45,0,4,0,False,True
2018-10-30 13:00:00,147.05,0,25,270.0,-50.0,540.0,4.71,89.0,7.77,0.36,100.0,2018,10,30,13,0,0,1,0,True,False
2021-12-27 18:45:00,247.0,0,35,100000.0,100000.0,100000.0,9.725,96.25,5.7125,0.2105,44.25,2021,12,27,18,45,0,0,0,False,True
2022-04-04 13:00:00,756.0,0,20,270.0,100000.0,600.0,6.57,54.0,5.65,0.2684782608695652,89.0,2022,4,4,13,0,0,0,0,False,False
2022-05-18 13:00:00,306.0,0,30,270.0,100000.0,600.0,25.09,65.0,2.7,0.3554054054054054,97.0,2022,5,18,13,0,0,2,0,True,False
2022-06-03 14:45:00,247.0,0,50,165.0,100000.0,495.0,20.5375,66.75,3.385,0.1894444444444444,100.0,2022,6,3,14,45,0,4,0,False,True
2019-09-01 13:45:00,756.0,0,25,225.0,100000.0,495.0,19.74,46.5,2.175,0.1153393665158371,35.25,2019,9,1,13,45,0,6,1,False,False
2021-08-15 13:30:00,197.6,3,25,100000.0,100000.0,100000.0,29.52,49.5,3.53,0.2823461538461538,39.5,2021,8,15,13,30,0,6,1,False,True
2021-11-18 16:15:00,127.5,0,45,100000.0,100000.0,100000.0,8.6625,91.25,1.5750000000000002,0.1982122093023255,90.25,2021,11,18,16,15,0,3,0,True,False
2021-07-26 10:15:00,630.0,0,5,100000.0,100000.0,100000.0,18.065,93.0,3.1825,0.114375,100.0,2021,7,26,10,15,0,0,0,False,False
2021-07-02 13:00:00,280.5,0,15,100000.0,100000.0,100000.0,24.47,57.0,1.71,0.12,61.0,2021,7,2,13,0,0,4,0,True,False
2019-06-28 18:45:00,247.0,0,20,-75.0,100000.0,255.0,31.1925,42.0,4.005,0.2098076923076923,1.75,2019,6,28,18,45,0,4,0,False,True
2020-02-27 17:00:00,153.0,0,45,0.0,100000.0,180.0,1.28,79.0,10.25,0.1742307692307692,34.0,2020,2,27,17,0,0,3,0,True,False
2022-07-15 19:15:00,247.0,0,15,-105.0,100000.0,225.0,26.14,32.5,3.4175,0.1466554054054054,9.0,2022,7,15,19,15,0,4,0,False,True
2022-01-23 19:00:00,247.0,0,15,100000.0,100000.0,100000.0,3.03,87.0,1.6,0.1883928571428571,81.0,2022,1,23,19,0,0,6,1,False,True
2019-04-05 16:45:00,224.5,0,20,45.0,100000.0,315.0,11.3125,49.5,4.01,0.1509868421052631,98.5,2019,4,5,16,45,0,4,0,False,True
2022-05-11 12:30:00,756.0,0,20,300.0,100000.0,630.0,22.355,54.5,5.385,0.3459137055837563,0.0,2022,5,11,12,30,0,2,0,False,False
2021-12-31 09:00:00,247.0,0,5,100000.0,100000.0,100000.0,4.81,99.0,3.52,0.2377027027027027,54.0,2021,12,31,9,0,0,4,0,False,True
2022-06-24 19:30:00,247.0,0,30,-120.0,100000.0,210.0,21.76,74.0,5.405,0.1379166666666667,58.5,2022,6,24,19,30,0,4,0,False,True
2021-07-12 11:30:00,247.0,0,20,100000.0,100000.0,100000.0,17.71,95.5,1.49,2.18,100.0,2021,7,12,11,30,0,0,0,False,True
2022-04-30 12:15:00,756.0,0,35,315.0,100000.0,645.0,12.7775,61.25,4.1675,0.177375,22.25,2022,4,30,12,15,0,5,1,False,False
2020-10-09 12:30:00,51.0,0,10,100000.0,100000.0,100000.0,14.465,95.5,3.485,0.12,87.0,2020,10,9,12,30,0,4,0,True,False
2020-02-18 15:45:00,280.5,0,60,75.0,100000.0,255.0,9.215,70.5,6.5125,0.1675,94.0,2020,2,18,15,45,0,1,0,True,False
2020-02-18 15:45:00,247.0,0,40,75.0,100000.0,255.0,9.215,70.5,6.5125,0.1675,94.0,2020,2,18,15,45,0,1,0,False,True
2020-08-19 12:30:00,263.5,0,30,100000.0,100000.0,100000.0,24.16,71.0,3.78,0.7517857142857143,98.0,2020,8,19,12,30,0,2,0,True,False
2022-02-07 18:00:00,247.0,0,20,100000.0,100000.0,100000.0,6.01,72.0,2.35,0.3262025316455696,41.0,2022,2,7,18,0,0,0,0,False,True
2019-04-14 10:45:00,247.0,0,25,405.0,100000.0,675.0,2.4175,67.5,3.03,0.1764814814814814,3.75,2019,4,14,10,45,0,6,1,False,True
2022-06-21 18:00:00,306.0,0,45,-30.0,100000.0,300.0,26.17,62.0,3.44,0.3375,40.0,2022,6,21,18,0,0,1,0,True,False
2020-02-14 14:00:00,756.0,0,35,180.0,100000.0,300.0,10.13,74.0,3.59,0.7879999999999999,100.0,2020,2,14,14,0,0,4,0,False,False
2022-01-14 14:15:00,247.0,0,25,100000.0,100000.0,100000.0,5.327500000000001,80.75,2.1675,0.333735119047619,0.0,2022,1,14,14,15,0,4,0,False,True
2022-04-20 13:15:00,247.0,0,40,255.0,100000.0,585.0,16.854999999999997,52.5,4.175,0.1471634615384615,95.5,2022,4,20,13,15,0,2,0,False,True
2018-10-05 09:30:00,76.5,0,15,480.0,160.0,630.0,10.145,87.0,2.525,0.1881927710843373,0.0,2018,10,5,9,30,0,4,0,True,False
2022-03-17 10:30:00,153.0,0,35,100000.0,100000.0,100000.0,5.19,82.5,4.9,0.3289887640449438,100.0,2022,3,17,10,30,0,3,0,True,False
2022-05-14 10:15:00,153.0,0,30,435.0,100000.0,765.0,16.1475,64.75,1.3475,0.1936675126903553,60.0,2022,5,14,10,15,0,5,1,True,False
2020-10-14 12:00:00,247.0,0,15,100000.0,100000.0,100000.0,9.79,85.0,5.54,0.3062857142857143,93.0,2020,10,14,12,0,0,2,0,False,True
2019-12-26 10:15:00,267.75,0,15,405.0,105.0,705.0,0.835,91.75,4.305,0.7337068965517242,84.25,2019,12,26,10,15,0,3,0,True,False
2022-06-11 13:30:00,247.0,0,45,240.0,100000.0,570.0,23.605,64.5,1.44,0.16044,42.5,2022,6,11,13,30,0,5,1,False,True
2019-07-13 09:15:00,247.0,0,5,495.0,100000.0,825.0,18.2825,75.25,3.0475,0.2930985915492957,10.75,2019,7,13,9,15,0,5,1,False,True
2021-12-19 15:45:00,756.0,0,40,100000.0,100000.0,100000.0,1.82,97.75,3.5175,0.753898916967509,100.0,2021,12,19,15,45,0,6,1,False,False
2020-10-01 09:00:00,247.0,0,5,100000.0,100000.0,100000.0,13.31,96.0,4.91,1.89,100.0,2020,10,1,9,0,0,3,0,False,True
2019-07-16 18:30:00,756.0,0,25,-60.0,100000.0,270.0,24.9,39.0,2.155,0.1359905660377358,28.5,2019,7,16,18,30,0,1,0,False,False
2020-01-14 11:15:00,247.0,0,20,315.0,100000.0,435.0,9.1325,72.0,7.8075,1.1075000000000002,99.75,2020,1,14,11,15,0,1,0,False,True
2022-01-29 14:00:00,153.0,0,15,100000.0,100000.0,100000.0,6.07,96.0,5.45,0.1,100.0,2022,1,29,14,0,0,5,1,True,False
2019-07-18 15:30:00,756.0,0,35,120.0,100000.0,450.0,26.585,42.5,4.715,0.123254716981132,90.0,2019,7,18,15,30,0,3,0,False,False
2020-09-16 12:45:00,247.0,0,10,100000.0,100000.0,100000.0,27.71,51.0,2.3175,0.1842567567567567,41.5,2020,9,16,12,45,0,2,0,False,True
2021-06-28 16:15:00,280.5,0,15,100000.0,100000.0,100000.0,23.9275,66.0,2.7875,0.1625,95.25,2021,6,28,16,15,0,0,0,True,False
2021-10-02 18:45:00,224.5,0,25,100000.0,100000.0,100000.0,15.6925,88.5,9.0475,1.0,100.0,2021,10,2,18,45,0,5,1,False,True
2021-11-21 10:30:00,756.0,0,15,100000.0,100000.0,100000.0,3.5700000000000003,99.0,2.455,0.1404360465116279,100.0,2021,11,21,10,30,0,6,1,False,False
2022-05-01 17:15:00,306.0,0,10,15.0,100000.0,345.0,15.4375,51.0,3.2075,0.174475,100.0,2022,5,1,17,15,0,6,1,True,False
2021-12-13 18:30:00,756.0,0,10,100000.0,100000.0,100000.0,5.41,98.5,1.75,0.4071480144404332,46.5,2021,12,13,18,30,0,0,0,False,False
2022-02-28 13:15:00,247.0,0,40,100000.0,100000.0,100000.0,8.6075,53.0,1.6375,0.12234375,0.75,2022,2,28,13,15,0,0,0,False,True
2022-08-10 15:00:00,263.5,0,45,150.0,100000.0,480.0,30.61,30.0,5.08,1.77,35.0,2022,8,10,15,0,0,2,0,True,False
2022-05-16 12:45:00,693.0,0,30,285.0,100000.0,615.0,20.8925,75.75,3.01,0.1555357142857143,61.25,2022,5,16,12,45,0,0,0,False,False
2020-03-11 09:45:00,247.0,0,5,435.0,100000.0,585.0,13.255,88.75,7.4425,0.11625,95.5,2020,3,11,9,45,0,2,0,False,True
2022-03-24 15:00:00,179.75,0,30,100000.0,100000.0,100000.0,18.47,35.0,2.2,0.5315566037735849,0.0,2022,3,24,15,0,0,3,0,False,True
2021-08-11 10:30:00,280.5,0,30,100000.0,100000.0,100000.0,21.12,74.5,1.5,0.1528846153846154,56.0,2021,8,11,10,30,0,2,0,True,False
2021-08-24 17:45:00,756.0,0,15,100000.0,100000.0,100000.0,21.8275,43.25,6.575,0.13,1.75,2021,8,24,17,45,0,1,0,False,False
2022-08-10 19:30:00,756.0,0,5,-120.0,100000.0,210.0,29.985,31.5,4.395,1.77,0.0,2022,8,10,19,30,0,2,0,False,False
2022-04-25 16:45:00,756.0,0,35,45.0,100000.0,375.0,15.6575,46.0,3.4525,0.1166397849462365,38.25,2022,4,25,16,45,0,0,0,False,False
2020-02-22 11:30:00,263.5,0,80,330.0,100000.0,570.0,7.825,78.5,6.18,0.7153499999999999,78.5,2020,2,22,11,30,0,5,1,True,False
2021-12-23 11:15:00,247.0,0,25,100000.0,100000.0,100000.0,-1.125,91.75,4.6925,0.9785198555956678,47.75,2021,12,23,11,15,0,3,0,False,True
2022-02-20 17:15:00,756.0,0,5,100000.0,100000.0,100000.0,11.4,80.5,8.577499999999999,0.1515,100.0,2022,2,20,17,15,0,6,1,False,False
2022-04-06 14:15:00,153.0,0,40,195.0,100000.0,525.0,11.12,83.0,5.484999999999999,0.2004464285714285,100.0,2022,4,6,14,15,0,2,0,True,False
2022-06-11 19:45:00,352.8,8,5,-135.0,100000.0,195.0,24.7925,58.75,2.8725,0.16694,96.5,2022,6,11,19,45,0,5,1,False,False
2021-12-16 17:00:00,756.0,0,5,100000.0,100000.0,100000.0,7.95,90.0,2.6,0.580216606498195,54.0,2021,12,16,17,0,0,3,0,False,False
2020-07-19 17:00:00,187.0,0,20,100000.0,100000.0,100000.0,28.91,32.0,2.11,0.1653990610328638,0.0,2020,7,19,17,0,0,6,1,True,False
2022-05-02 13:15:00,247.0,0,40,255.0,100000.0,585.0,16.235,59.25,3.005,0.172475,98.5,2022,5,2,13,15,0,0,0,False,True
2020-01-06 13:15:00,153.0,0,30,195.0,-105.0,285.0,2.32,84.75,4.0575,0.2373672566371681,5.0,2020,1,6,13,15,0,0,0,True,False
2022-02-02 17:15:00,148.75,0,25,100000.0,100000.0,100000.0,8.295,88.75,2.8525,0.1958333333333333,100.0,2022,2,2,17,15,0,2,0,True,False
2022-08-04 09:30:00,109.367,0,15,480.0,100000.0,810.0,22.395,75.5,2.625,0.345,73.5,2022,8,4,9,30,0,3,0,True,False
2019-11-30 18:15:00,756.0,0,40,-75.0,-375.0,225.0,0.985,84.5,5.0975,0.16703125,100.0,2019,11,30,18,15,0,5,1,False,False
2019-11-15 11:45:00,247.0,0,30,315.0,15.0,435.0,3.375,96.5,0.9975,1.3025,100.0,2019,11,15,11,45,0,4,0,False,True
2020-10-01 15:30:00,247.0,0,5,100000.0,100000.0,100000.0,15.295,79.5,4.94,1.5883333333333334,46.5,2020,10,1,15,30,0,3,0,False,True
2020-09-02 12:30:00,756.0,0,15,100000.0,100000.0,100000.0,18.880000000000003,52.0,2.13,0.4568918918918919,11.0,2020,9,2,12,30,0,2,0,False,False
2022-03-11 16:30:00,216.75,0,15,100000.0,100000.0,100000.0,10.51,84.5,5.255,0.765,100.0,2022,3,11,16,30,0,4,0,True,False
2021-06-29 14:30:00,247.0,0,15,100000.0,100000.0,100000.0,17.745,79.0,1.275,0.18,98.5,2021,6,29,14,30,0,1,0,False,True
2020-02-08 11:15:00,756.0,0,35,345.0,100000.0,525.0,8.055,82.0,4.3375,0.1627319587628865,96.75,2020,2,8,11,15,0,5,1,False,False
2020-07-21 18:00:00,187.0,0,20,100000.0,100000.0,100000.0,24.83,31.0,4.06,0.1423943661971831,4.0,2020,7,21,18,0,0,1,0,True,False
2020-08-15 15:45:00,756.0,0,35,100000.0,100000.0,100000.0,27.4525,60.5,1.5175,0.1875,31.0,2020,8,15,15,45,0,5,1,False,False
2019-07-29 12:30:00,32.9333,13,30,300.0,100000.0,630.0,24.09,47.0,2.825,0.1202173913043478,0.0,2019,7,29,12,30,0,0,0,False,True
2020-09-18 12:45:00,119.0,0,5,100000.0,100000.0,100000.0,22.7425,51.75,4.425000000000001,0.3767857142857143,0.75,2020,9,18,12,45,0,4,0,True,False
2019-12-15 17:15:00,247.0,0,15,-15.0,-315.0,225.0,7.1925,87.5,3.33,0.2329166666666666,83.5,2019,12,15,17,15,0,6,1,False,True
2022-06-10 13:45:00,247.0,0,30,225.0,100000.0,555.0,22.6475,67.5,4.48,0.13574,92.5,2022,6,10,13,45,0,4,0,False,True
2022-08-08 18:00:00,306.0,0,55,-30.0,100000.0,300.0,27.76,34.0,5.29,1.77,0.0,2022,8,8,18,0,0,0,0,True,False
2021-11-07 18:30:00,756.0,0,5,100000.0,100000.0,100000.0,6.904999999999999,91.5,2.945,0.1355757575757575,67.0,2021,11,7,18,30,0,6,1,False,False
2022-07-21 17:00:00,756.0,0,20,30.0,100000.0,360.0,25.71,54.0,1.82,0.5800000000000001,8.0,2022,7,21,17,0,0,3,0,False,False
2022-07-03 10:45:00,247.0,0,15,405.0,100000.0,735.0,19.637500000000003,68.25,2.8575,0.1442073170731707,45.75,2022,7,3,10,45,0,6,1,False,True
2019-04-13 16:00:00,756.0,0,45,90.0,100000.0,360.0,6.51,42.0,4.48,0.1625925925925926,99.0,2019,4,13,16,0,0,5,1,False,False
2019-02-08 15:00:00,756.0,0,10,120.0,100000.0,240.0,5.53,60.0,8.28,0.1606896551724138,100.0,2019,2,8,15,0,0,4,0,False,False
2019-08-20 17:30:00,756.0,0,30,0.0,100000.0,330.0,21.965000000000003,48.0,2.455,0.2346530612244897,45.5,2019,8,20,17,30,0,1,0,False,False
2020-10-09 09:30:00,247.0,0,5,100000.0,100000.0,100000.0,13.54,96.5,3.41,0.55,100.0,2020,10,9,9,30,0,4,0,False,True
2021-09-22 16:30:00,224.5,0,15,100000.0,100000.0,100000.0,19.6,47.5,2.885,0.3732916666666666,22.0,2021,9,22,16,30,0,2,0,False,True
2022-05-10 13:45:00,229.5,0,35,225.0,100000.0,555.0,25.9225,52.0,5.12,0.3955710659898477,40.25,2022,5,10,13,45,0,1,0,True,False
2022-06-05 12:30:00,247.0,0,60,300.0,100000.0,630.0,20.03,93.5,3.765,0.1575,100.0,2022,6,5,12,30,0,6,1,False,True
2019-07-10 12:45:00,247.0,0,25,285.0,100000.0,615.0,23.12,44.25,2.145,0.550798319327731,29.25,2019,7,10,12,45,0,2,0,False,True
2022-03-16 13:00:00,153.0,0,35,100000.0,100000.0,100000.0,11.37,81.0,3.28,1.028181818181818,83.0,2022,3,16,13,0,0,2,0,True,False
2022-05-09 13:15:00,756.0,0,40,255.0,100000.0,585.0,23.085,60.5,0.5525,0.4490482233502538,81.0,2022,5,9,13,15,0,0,0,False,False
2019-03-12 16:15:00,247.0,0,20,45.0,100000.0,195.0,10.9175,52.5,8.0825,1.6816666666666666,99.75,2019,3,12,16,15,0,1,0,False,True
2022-08-04 13:00:00,272.0,0,40,270.0,100000.0,600.0,24.3,63.0,1.36,0.52,94.0,2022,8,4,13,0,0,3,0,True,False
2019-02-16 10:15:00,247.0,0,5,405.0,100000.0,585.0,3.6825,76.0,2.5725,0.3107065217391304,0.0,2019,2,16,10,15,0,5,1,False,True
2021-12-28 12:15:00,756.0,0,55,100000.0,100000.0,100000.0,10.8875,81.25,8.0825,0.375,83.5,2021,12,28,12,15,0,1,0,False,False
2022-05-12 10:45:00,756.0,0,15,405.0,100000.0,735.0,16.355,72.75,0.5275000000000001,0.2973477157360406,100.0,2022,5,12,10,45,0,3,0,False,False
2021-12-16 14:45:00,756.0,0,15,100000.0,100000.0,100000.0,9.675,87.0,2.8025,0.5746931407942238,77.25,2021,12,16,14,45,0,3,0,False,False
2021-11-01 18:00:00,214.2,0,25,100000.0,100000.0,100000.0,6.06,96.0,3.15,0.395,99.0,2021,11,1,18,0,0,0,0,True,False
2018-12-22 19:00:00,756.0,0,20,-120.0,-430.0,180.0,7.64,93.0,3.87,0.1423076923076923,100.0,2018,12,22,19,0,0,5,1,False,False
2022-01-16 10:45:00,193.8,0,45,100000.0,100000.0,100000.0,-3.2175,95.75,3.83,0.3840625,89.25,2022,1,16,10,45,0,6,1,True,False
2021-09-05 12:00:00,756.0,0,25,100000.0,100000.0,100000.0,24.49,59.0,1.76,0.4587912087912087,56.0,2021,9,5,12,0,0,6,1,False,False
2019-07-30 12:15:00,247.0,0,30,315.0,100000.0,645.0,22.7025,57.75,6.845,0.1305434782608695,31.0,2019,7,30,12,15,0,1,0,False,True
2021-08-13 12:30:00,288.15,0,30,100000.0,100000.0,100000.0,24.735,63.0,0.59,0.2182692307692307,76.5,2021,8,13,12,30,0,4,0,True,False
2022-04-16 12:15:00,229.5,0,40,315.0,100000.0,645.0,15.1125,63.25,3.98,0.1285096153846154,0.0,2022,4,16,12,15,0,5,1,True,False
2022-07-25 17:45:00,306.0,0,35,-15.0,100000.0,315.0,27.3,50.5,5.782500000000001,0.138,51.0,2022,7,25,17,45,0,0,0,True,False
2022-05-02 13:15:00,756.0,0,30,255.0,100000.0,585.0,16.235,59.25,3.005,0.172475,98.5,2022,5,2,13,15,0,0,0,False,False
2021-07-03 15:30:00,242.5,0,35,100000.0,100000.0,100000.0,22.765,67.0,3.995,0.2163157894736842,81.5,2021,7,3,15,30,0,5,1,False,True
2020-02-06 16:15:00,224.5,0,20,45.0,100000.0,165.0,7.4075,57.5,2.7875,0.2779896907216495,0.0,2020,2,6,16,15,0,3,0,False,True
2021-10-15 14:00:00,284.75,0,15,100000.0,100000.0,100000.0,15.39,71.0,0.76,1.0,95.0,2021,10,15,14,0,0,4,0,True,False
2019-02-20 11:15:00,224.5,0,25,345.0,100000.0,465.0,5.985,97.25,0.9,0.1833662280701754,60.5,2019,2,20,11,15,0,2,0,False,True
2019-10-10 14:45:00,115.267,8,15,165.0,-135.0,315.0,15.990000000000002,61.0,5.467499999999999,0.1621818181818182,56.75,2019,10,10,14,45,0,3,0,False,True
2019-02-27 13:00:00,247.0,0,20,240.0,100000.0,390.0,15.95,49.0,0.83,0.146140350877193,0.0,2019,2,27,13,0,0,2,0,False,True
2021-11-22 12:00:00,153.0,0,35,100000.0,100000.0,100000.0,2.77,84.0,7.66,0.1403478260869565,100.0,2021,11,22,12,0,0,0,0,True,False
2022-01-20 16:00:00,153.0,0,20,100000.0,100000.0,100000.0,2.59,81.0,4.29,0.2386160714285714,61.0,2022,1,20,16,0,0,3,0,True,False
2021-09-27 11:00:00,153.0,0,45,100000.0,100000.0,100000.0,16.46,97.0,5.3,0.386,100.0,2021,9,27,11,0,0,0,0,True,False
2022-04-10 15:30:00,247.0,0,30,120.0,100000.0,450.0,12.05,53.0,2.42,0.1343023255813953,83.0,2022,4,10,15,30,0,6,1,False,True
2021-11-09 13:30:00,247.0,0,15,100000.0,100000.0,100000.0,9.88,73.5,1.56,0.1564242424242424,8.0,2021,11,9,13,30,0,1,0,False,True
2022-01-07 16:30:00,630.0,0,15,100000.0,100000.0,100000.0,3.64,79.0,5.404999999999999,0.405,81.5,2022,1,7,16,30,0,4,0,False,False
2022-03-27 10:15:00,247.0,0,15,100000.0,100000.0,100000.0,10.41,66.0,3.3075,0.4459080188679245,0.0,2022,3,27,10,15,0,6,1,False,True
2021-06-27 12:30:00,280.5,0,10,100000.0,100000.0,100000.0,19.215,93.5,1.82,0.4,100.0,2021,6,27,12,30,0,6,1,True,False
2019-12-15 14:30:00,247.0,0,30,150.0,-150.0,390.0,9.23,82.5,4.695,0.3658333333333333,74.5,2019,12,15,14,30,0,6,1,False,True
2019-09-01 11:15:00,247.0,0,20,375.0,100000.0,645.0,17.127499999999998,67.25,2.8525,0.1148868778280543,76.0,2019,9,1,11,15,0,6,1,False,True
2019-08-04 14:45:00,247.0,0,25,165.0,100000.0,495.0,28.04,39.5,2.26,0.6438736263736263,100.0,2019,8,4,14,45,0,6,1,False,True
2019-02-10 15:15:00,224.5,0,30,105.0,100000.0,225.0,4.3125,59.5,9.5625,0.4475,84.5,2019,2,10,15,15,0,6,1,False,True
2022-06-14 17:15:00,756.0,0,20,15.0,100000.0,345.0,25.135,44.75,2.8225,0.23922,31.5,2022,6,14,17,15,0,1,0,False,False
2019-09-04 12:00:00,247.0,0,25,330.0,100000.0,540.0,21.5,50.0,3.44,0.1280542986425339,9.0,2019,9,4,12,0,0,2,0,False,True
2021-12-18 11:45:00,247.0,0,45,100000.0,100000.0,100000.0,2.915,92.0,4.015,0.6851624548736461,40.5,2021,12,18,11,45,0,5,1,False,True
2020-07-12 14:30:00,110.5,0,30,100000.0,100000.0,100000.0,22.99,40.5,3.13,0.65,27.0,2020,7,12,14,30,0,6,1,True,False
2022-07-12 20:00:00,247.0,0,20,-150.0,100000.0,180.0,29.9,28.0,1.61,0.137027027027027,98.0,2022,7,12,20,0,0,1,0,False,True
2021-09-30 10:00:00,630.0,0,5,100000.0,100000.0,100000.0,9.15,87.0,1.6,1.0,83.0,2021,9,30,10,0,0,3,0,False,False
2018-11-24 13:00:00,756.0,0,45,240.0,-70.0,540.0,6.16,90.0,2.99,0.2299999999999999,100.0,2018,11,24,13,0,0,5,1,False,False
2021-12-10 19:15:00,247.0,0,40,100000.0,100000.0,100000.0,1.325,82.25,6.445,0.2134868421052631,44.25,2021,12,10,19,15,0,4,0,False,True
2021-07-23 10:15:00,247.0,0,5,100000.0,100000.0,100000.0,23.345,69.25,3.2375,0.5754464285714285,97.0,2021,7,23,10,15,0,4,0,False,True
2018-11-05 12:00:00,756.0,0,5,330.0,100000.0,420.0,16.05,68.0,3.91,0.149,22.0,2018,11,5,12,0,0,0,0,False,False
2019-01-28 12:30:00,247.0,0,30,240.0,100000.0,360.0,0.22,54.5,6.87,0.1133720930232558,98.5,2019,1,28,12,30,0,0,0,False,True
2021-12-05 10:45:00,247.0,0,30,100000.0,100000.0,100000.0,0.5275,97.0,4.4575000000000005,0.19,86.75,2021,12,5,10,45,0,6,1,False,True
2022-04-12 10:30:00,148.75,0,40,420.0,100000.0,750.0,14.535,69.0,3.975,0.1243023255813953,68.5,2022,4,12,10,30,0,1,0,True,False
2020-10-21 17:00:00,247.0,0,10,100000.0,100000.0,100000.0,20.59,74.0,7.02,0.11,30.0,2020,10,21,17,0,0,2,0,False,True
